Company,Location_HQ,Industry,Laid_Off_Count,Date,Source,List_of_Employees_Laid_Off,Funds_Raised,Stage,Date_Added,Country,Percentage
Carwow,London,Transportation,70,2022-11-25 00:00:00,https://www.ft.com/content/19150de3-bbd4-42b3-acbd-52b228dc1bf1,Unknown,157.0,Unknown,2022-11-29 04:11:17,United Kingdom,0.2
Vendease,Lagos,Food,27,2022-11-25 00:00:00,https://techcabal.com/2022/11/25/nigerian-food-procurement-platform-vendease-lays-off-9-of-its-workforce/,Unknown,43.0,Series A,2022-11-30 05:55:37,Nigeria,0.09
Lemon,Buenos Aires,Crypto,100,2022-11-24 00:00:00,https://www.forbesargentina.com/innovacion/lemon-despide-tercio-sus-empleados-anuncia-nuevo-foco-compania-sea-mas-sostenible-n25358,https://docs.google.com/spreadsheets/u/1/d/1bCJqnr1S86iwwFbMWoAk-4Gb5CM8ZeE3AKJs_fC-1S0/htmlview#gid=0,17.0,Series A,2022-11-25 04:10:29,Argentina,0.38
Quidax,Lagos,Crypto,20,2022-11-24 00:00:00,https://techcabal.com/2022/11/24/nigerian-crypto-exchange-quidax-lays-off-20-of-its-workforce/,Unknown,3.0,Unknown,2022-11-26 16:24:18,Nigeria,0.2
Menulog,Sydney,Food,,2022-11-24 00:00:00,https://www.smh.com.au/technology/difficult-decision-menulog-cuts-jobs-in-australia-20221124-p5c111.html,Unknown,,Acquired,2022-11-28 17:56:12,Australia,
Utopia Music,Zug,Media,,2022-11-24 00:00:00,https://www.musicbusinessworldwide.com/utopia-music-makes-layoffs-as-it-downsizes-global-team/,Unknown,,Series B,2022-11-25 22:23:39,Switzerland,
Assure,Salt Lake City,Finance,,2022-11-23 00:00:00,https://www.axios.com/2022/11/23/assure-shutdown-fintech-startup-investing,Unknown,2.0,Seed,2022-11-25 04:07:03,United States,1.0
GoodGood,Toronto,Retail,,2022-11-23 00:00:00,https://betakit.com/one-year-after-raising-6-5-million-goodgood-shuts-down-claiming-it-cant-find-more-money/,Unknown,6.0,Seed,2022-11-25 04:07:55,Canada,1.0
SWVL,Cairo,Transportation,,2022-11-23 00:00:00,https://techcrunch.com/2022/11/28/swvl-reduces-its-headcount-by-50-six-months-after-axing-400-staff/,Unknown,264.0,Post-IPO,2022-11-25 22:25:25,Egypt,0.5
Western Digital,SF Bay Area,Hardware,251,2022-11-22 00:00:00,https://www.bizjournals.com/sanjose/news/2022/11/22/western-digital-latest-valley-company-with-layoffs.html,Unknown,900.0,Post-IPO,2023-02-13 17:50:22,United States,
SIRCLO,Jakarta,Retail,160,2022-11-22 00:00:00,https://dailysocial.id/post/sirclo-layoff-2022,Unknown,92.0,Series B,2022-11-22 17:53:56,Indonesia,0.08
Trax,Singapore,Retail,80,2022-11-22 00:00:00,https://www.themarker.com/technation/2022-11-22/ty-article/.premium/00000184-9f73-d710-a7c6-df731af70000,Unknown,1000.0,Series E,2022-11-22 19:04:01,Singapore,0.08
Flash Coffee,Singapore,Food,,2022-11-22 00:00:00,https://www.businesstimes.com.sg/startups-tech/startups/rocket-internet-backed-flash-coffee-lays-staff-across-markets,Unknown,57.0,Series B,2022-11-25 04:12:58,Singapore,
Natera,SF Bay Area,Healthcare,,2022-11-22 00:00:00,https://www.bizjournals.com/sanjose/news/2022/11/22/peninsula-biotechs-cutting-dozens-of-jobs.html,Unknown,809.0,Post-IPO,2022-11-29 04:18:55,United States,
Rapyd,Tel Aviv,Finance,,2022-11-22 00:00:00,https://en.globes.co.il/en/article-israeli-fintech-co-rapyd-to-lay-off-dozens-1001430704,Unknown,770.0,Unknown,2022-11-30 06:06:47,Israel,
Jumia,Lagos,Retail,900,2022-11-21 00:00:00,https://techcrunch.com/2023/02/16/jumia-laid-off-20-of-staff-in-q4-2022-amid-work-to-reduce-losses-by-half-this-year/,Unknown,1200.0,Post-IPO,2022-12-21 17:00:12,Nigeria,0.2
Kitopi,Dubai,Food,93,2022-11-21 00:00:00,https://www.arabianbusiness.com/jobs/dubai-unicorn-kitopi-sacks-93-head-office-staff-as-tech-industry-slumps,Unknown,804.0,Series C,2022-11-23 04:32:47,United States,0.1
Devo,Boston,Security,,2022-11-21 00:00:00,https://tekdeeps.com/the-unicorn-devo-lays-off-15-of-its-global-team/,Unknown,481.0,Series F,2022-12-13 20:08:51,United States,0.15
GloriFi,Dallas,Finance,,2022-11-21 00:00:00,https://www.wsj.com/articles/anti-woke-bank-glorifi-to-shut-down-11669051554,Unknown,,Unknown,2022-11-25 04:08:51,United States,1.0
Zomato,Gurugram,Food,100,2022-11-19 00:00:00,https://www.businesstoday.in/latest/economy/story/after-byjus-now-zomato-fires-employees-about-100-jobs-impacted-so-far-report-353435-2022-11-19,Unknown,914.0,Series J,2022-11-20 00:05:57,India,0.04
Carvana,Phoenix,Transportation,1500,2022-11-18 00:00:00,https://www.wsj.com/articles/carvana-plans-to-lay-off-1-500-employees-cites-economic-concerns-11668793114,Unknown,1600.0,Post-IPO,2022-11-18 21:34:43,United States,0.08
Nuro,SF Bay Area,Transportation,300,2022-11-18 00:00:00,https://techcrunch.com/2022/11/18/autonomous-delivery-startup-nuro-lays-off-20-of-workforce/,https://docs.google.com/spreadsheets/d/1hZo__wA86Uti6-Cwa6jP5AIsrh8KIB7CZax49gy3zVY/edit#gid=0,2100.0,Series D,2022-11-18 21:35:34,United States,0.2
Synthego,SF Bay Area,Healthcare,105,2022-11-18 00:00:00,https://www.fiercebiotech.com/biotech/fierce-biotech-layoff-tracker-2022,Unknown,459.0,Series E,2022-11-29 04:18:07,United States,0.2
Splyt,London,Transportation,57,2022-11-18 00:00:00,https://www.linkedin.com/posts/philipp-mintchin-27b0b943_since-the-beginning-of-the-pandemic-in-2020-activity-7000407838200147968-vFMO/,Unknown,34.0,Series B,2023-01-18 23:20:51,United Kingdom,
Capitolis,New York City,Finance,,2022-11-18 00:00:00,https://www.risk.net/derivatives/7955234/capitolis-cuts-workforce-by-25-as-bear-market-bites,Unknown,281.0,Series D,2022-12-15 02:14:54,United States,0.25
Kavak,Sao Paulo,Transportation,,2022-11-18 00:00:00,https://businessinsider.mx/kavak-despidos-compra-autos-crisis_negocios/,Unknown,1600.0,Series E,2022-11-20 00:03:44,Brazil,
Metaplex,Chicago,Crypto,,2022-11-18 00:00:00,https://ambcrypto.com/solana-nft-protocol-metaplex-announces-layoffs-after-ftxs-collapse/,Unknown,,Unknown,2022-11-20 00:01:42,United States,
Ruangguru,Jakarta,Education,,2022-11-18 00:00:00,https://www.techinasia.com/ruangguru-lays-hundreds-employees,Unknown,205.0,Unknown,2022-11-21 05:53:59,Indonesia,
StoryBlocks,Washington D.C.,Media,,2022-11-18 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6999412858606256129/,Unknown,18.0,Acquired,2022-11-19 23:57:34,United States,0.25
Unchained Capital,Austin,Crypto,,2022-11-18 00:00:00,https://unchained.com/blog/update-from-our-ceo/,Unknown,33.0,Series A,2023-01-24 05:21:07,United States,0.15
Roku,SF Bay Area,Media,200,2022-11-17 00:00:00,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,Unknown,208.0,Post-IPO,2022-11-17 17:12:59,United States,0.07
Orchard,New York City,Real Estate,180,2022-11-17 00:00:00,https://www.inman.com/2022/11/17/orchard-lays-off-180-workers-amid-historic-housing-disruption/,Unknown,472.0,Series D,2022-11-18 05:15:08,United States,
Homepoint,Phoenix,Real Estate,113,2022-11-17 00:00:00,https://www.bizjournals.com/phoenix/news/2022/11/17/homepoint-laying-off-az-employees-interest-rates.html,Unknown,,Post-IPO,2022-11-19 23:33:13,United States,
Juni,Gothenburg,Finance,72,2022-11-17 00:00:00,https://www.finextra.com/newsarticle/41340/juni-joins-fintech-bloodbath-lays-off-a-third-of-staff,Unknown,281.0,Unknown,2022-11-19 23:28:55,Sweden,0.33
Chili Piper,New York City,Sales,58,2022-11-17 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6999112600667983872/,https://docs.google.com/spreadsheets/d/1h16hlI3T2ek7azpVJlNl6Z0da-pTNiIkmwyp0HzXh0Q/edit#gid=0,54.0,Series B,2022-11-17 21:34:39,United States,
Capitolis,New York City,Finance,37,2022-11-17 00:00:00,https://www.themarker.com/technation/2022-11-17/ty-article/.premium/00000184-8592-d309-afe7-a597c17f0000,Unknown,281.0,Series D,2022-11-18 05:18:34,United States,0.25
TealBook,Toronto,Other,34,2022-11-17 00:00:00,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,Unknown,73.0,Series B,2022-11-17 17:26:04,Canada,0.19
Koho,Toronto,Finance,15,2022-11-17 00:00:00,https://betakit.com/canadian-tech-layoffs-continue-as-tough-year-comes-to-a-close/,Unknown,278.0,Series D,2022-11-20 00:17:18,Canada,0.04
&Open,Dublin,Marketing,9,2022-11-17 00:00:00,https://www.irishtimes.com/technology/2022/11/17/gifting-platform-open-to-cut-nine-roles-from-global-workforce/,Unknown,35.0,Series A,2022-12-01 06:17:41,Ireland,0.09
Kandji,San Diego,Other,,2022-11-17 00:00:00,Internal memo,Unknown,188.0,Series C,2022-11-19 23:51:59,United States,0.17
Morning Brew,New York City,Media,,2022-11-17 00:00:00,https://twitter.com/maxwelltani/status/1593236660627861504,Unknown,,Acquired,2022-11-19 23:32:15,United States,0.14
Symend,Calgary,Other,,2022-11-17 00:00:00,https://www-theglobeandmail-com.cdn.ampproject.org/c/s/www.theglobeandmail.com/amp/business/article-symend-tealbook-latest-canadian-tech-startups-to-cut-staff-amid-market/,Unknown,148.0,Series C,2022-11-17 17:25:06,Canada,0.13
Amazon,Seattle,Retail,10000,2022-11-16 00:00:00,https://www.nytimes.com/2022/11/14/technology/amazon-layoffs.html,https://docs.google.com/spreadsheets/d/1f0QvaM9dwPYkcE8F_iyuH_Yd1k3PhaE76YSOUlftxpw/edit#gid=0,108.0,Post-IPO,2022-11-16 17:40:58,United States,0.03
Cisco,SF Bay Area,Infrastructure,4100,2022-11-16 00:00:00,https://www.bizjournals.com/sanjose/news/2022/11/16/cisco-announces-600m-restructuring-layoffs.html,Unknown,2.0,Post-IPO,2022-11-17 17:15:04,United States,0.05
Twiga,Nairobi,Food,211,2022-11-16 00:00:00,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,Unknown,157.0,Series C,2022-11-30 06:02:41,Kenya,0.21
Wayflyer,Dublin,Marketing,200,2022-11-16 00:00:00,https://sifted.eu/articles/wayflyer-layoffs-global-2022/,Unknown,889.0,Unknown,2022-11-17 00:29:46,Ireland,0.4
SimilarWeb,New York City,Other,120,2022-11-16 00:00:00,https://en.globes.co.il/en/article-similarweb-cuts-10-of-workforce-1001430060,Unknown,235.0,Post-IPO,2022-11-17 04:16:20,United States,0.1
Salsify,Boston,Retail,90,2022-11-16 00:00:00,https://www.bizjournals.com/boston/inno/stories/news/2022/11/16/salsify-layoffs-2022.html,Unknown,452.0,Series F,2022-11-17 00:32:56,United States,0.11
Lokalise,Dover,Other,76,2022-11-16 00:00:00,https://lokalise.com/blog/changes-at-lokalise/,Unknown,56.0,Series B,2022-11-17 04:19:10,United States,0.23
Yotpo,New York City,Marketing,70,2022-11-16 00:00:00,https://www.calcalistech.com/ctechnews/article/hy00chefus,Unknown,436.0,Unknown,2022-11-17 17:19:30,United States,0.09
Pear Therapeutics,Boston,Healthcare,59,2022-11-16 00:00:00,https://www.fiercebiotech.com/medtech/pear-therapeutics-trims-workforce-another-22,Unknown,409.0,Post-IPO,2022-12-11 06:17:19,United States,0.22
D2L,Waterloo,Education,,2022-11-16 00:00:00,https://www.d2l.com/newsroom/a-note-from-d2l-leadership/,https://docs.google.com/spreadsheets/d/1ZznLpFRu-c3248tr3oyQRb15r0rW6anuLFipNPA27tk/edit#gid=27622024,168.0,Post-IPO,2022-11-17 02:45:04,Canada,0.05
Dance,Berlin,Transportation,,2022-11-16 00:00:00,https://www.linkedin.com/feed/update/activity:6998722842930356225/,Unknown,63.0,Unknown,2022-11-17 04:18:04,Germany,0.16
Homeward,Austin,Real Estate,,2022-11-16 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6998764085748101121/,Unknown,501.0,Unknown,2022-11-19 23:55:01,United States,0.25
Hopin,London,Other,,2022-11-16 00:00:00,https://www.exhibitionworld.co.uk/hopin-announces-new-layoffs-and-a-transformation-with-new-product-launches,https://hopin.softr.app/,1000.0,Series D,2022-11-17 01:00:45,United Kingdom,0.17
Infogrid,London,Other,,2022-11-16 00:00:00,https://www.infogrid.io/blog/a-letter-from-infogrids-ceo-will,Unknown,15.0,Series A,2022-12-03 05:15:07,United Kingdom,
Kite,SF Bay Area,Product,,2022-11-16 00:00:00,https://www.kite.com/blog/product/kite-is-saying-farewell/,Unknown,21.0,Series A,2022-11-25 04:06:03,United States,1.0
UiPath,New York City,Data,241,2022-11-15 00:00:00,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,Unknown,2000.0,Post-IPO,2022-11-17 00:00:16,United States,0.06
Asana,SF Bay Area,Other,180,2022-11-15 00:00:00,https://www.linkedin.com/posts/anneraimondi_earlier-today-we-shared-the-incredibly-difficult-activity-6998297745270718465-a_MV/,Unknown,453.0,Post-IPO,2022-11-15 16:36:21,United States,0.09
OwnBackup,New York City,Security,170,2022-11-15 00:00:00,https://www.calcalistech.com/ctechnews/article/h12tcmbuj,Unknown,507.0,Series E,2022-11-17 00:15:22,United States,0.17
Deliveroo Australia,Melbourne,Food,120,2022-11-15 00:00:00,https://www.abc.net.au/news/2022-11-16/deliveroo-enters-voluntary-administration/101661932,Unknown,1700.0,Post-IPO,2022-11-17 17:09:00,Australia,1.0
Productboard,SF Bay Area,Product,100,2022-11-15 00:00:00,https://cc.cz/cesky-startup-productboard-propousti-100-lidi-je-to-nejtezsi-rozhodnuti-kariery-rika-hubert-palan/,Unknown,,Series D,2022-11-17 00:25:16,United States,0.2
Properly,Toronto,Real Estate,71,2022-11-15 00:00:00,https://inside.properly.ca/important-changes-to-the-properly-team-3c2d04191dd6,Unknown,154.0,Series B,2022-11-17 00:21:03,Canada,
Protocol,SF Bay Area,Media,60,2022-11-15 00:00:00,https://www.cnn.com/2022/11/15/media/protocol/index.html,Unknown,,Acquired,2022-11-15 18:19:53,United States,1.0
Jimdo,Hamburg,Other,50,2022-11-15 00:00:00,https://www.businessinsider.de/gruenderszene/business/entlassungswelle-jimdo-november/,Unknown,28.0,Unknown,2022-11-17 00:05:36,Germany,0.16
The Zebra,Austin,Finance,50,2022-11-15 00:00:00,https://coverager.com/the-zebra-goes-through-another-round-of-layoffs/,Unknown,256.0,Series D,2022-11-17 00:19:19,United States,
Viber,Luxembourg,Consumer,45,2022-11-15 00:00:00,https://www.calcalistech.com/ctechnews/article/hyy6fhwlo,Unknown,,Acquired,2022-11-17 00:16:50,Luxembourg,0.08
CaptivateIQ,SF Bay Area,Sales,31,2022-11-15 00:00:00,Internal memo,Unknown,164.0,Series C,2022-11-17 00:40:50,United States,0.1
Apollo Insurance,Vancouver,Finance,,2022-11-15 00:00:00,https://www.insurancebusinessmag.com/ca/news/breaking-news/apollo-insurance-makes-layoffs-427596.aspx,Unknown,11.0,Series B,2022-11-20 00:15:00,Canada,0.25
Nirvana Money,Miami,Finance,,2022-11-15 00:00:00,https://twitter.com/_Liso_/status/1592561040898019328,https://docs.google.com/spreadsheets/d/1lfYAVNzpQaYteMqtKGzqHqHxRF0E2lNMrQGj_bfBR4M/edit#gid=0,,Unknown,2022-11-16 00:08:40,United States,1.0
Oatly,Malmö,Food,,2022-11-15 00:00:00,https://www.cnn.com/2022/11/15/business-food/oatly-q3-2022-results/index.html,Unknown,441.0,Post-IPO,2022-11-17 00:02:43,Sweden,
OfferUp,Seattle,Retail,,2022-11-15 00:00:00,https://www.geekwire.com/2022/more-tech-layoffs-hit-seattle-region-as-mobile-marketplace-offerup-cuts-19-of-workforce/,Unknown,381.0,Unknown,2022-11-17 00:19:49,United States,0.19
Outside,Boulder,Media,,2022-11-15 00:00:00,https://www.crunchbase.com/organization/pocket-outdoor-media,Unknown,174.0,Series B,2022-11-17 04:41:17,United States,0.12
Rubicon Technologies,Lexington,Other,,2022-11-15 00:00:00,https://www.sec.gov/Archives/edgar/data/1862068/000182912622019365/rubicontech_8k.htm,Unknown,382.0,Post-IPO,2022-11-19 23:30:59,United States,0.11
Tencent,Shenzen,Consumer,,2022-11-15 00:00:00,https://www.reuters.com/technology/chinas-tencent-starts-new-round-layoffs-sources-2022-11-15/,Unknown,12600.0,Post-IPO,2022-11-17 04:26:40,China,
Typeform,Barcelona,Marketing,,2022-11-15 00:00:00,Internal memo,Unknown,187.0,Series C,2022-11-17 00:35:58,Spain,
Whispir,Melbourne,Other,,2022-11-15 00:00:00,https://www.afr.com/technology/whispir-cuts-30pc-of-staff-shares-surge-40pc-20221115-p5byfw,Unknown,68.0,Post-IPO,2022-11-17 00:38:44,Australia,0.3
Illumina,San Diego,Healthcare,500,2022-11-14 00:00:00,https://www.genomeweb.com/business-news/illumina-lays-approximately-500-employees-response-economic-climate#.Y4FAPOzMJjM,Unknown,28.0,Post-IPO,2022-11-17 00:51:24,United States,0.05
Sema4,Stamford,Healthcare,500,2022-11-14 00:00:00,https://www.marketwatch.com/story/sema4-to-cut-500-jobs-in-exit-from-reproductive-women-s-health-testing-smfr-271668433348?mod=markets,Unknown,791.0,Post-IPO,2022-11-14 17:34:33,United States,
iFit,Logan,Fitness,300,2022-11-14 00:00:00,https://www.sltrib.com/news/2022/11/14/hundreds-utah-jobs-cut-logans/,Unknown,200.0,Private Equity,2022-11-17 00:04:02,United States,0.2
Ribbon,New York City,Real Estate,170,2022-11-14 00:00:00,https://www.businessinsider.com/ribbon-more-layoffs-proptech-startup-economic-uncertainty-2022-11,Unknown,405.0,Series C,2022-11-22 04:26:33,United States,0.85
Pipedrive,Tallinn,Sales,143,2022-11-14 00:00:00,https://digipro.geenius.ee/rubriik/uudis/tehnoloogiasektori-koondamislaine-joudis-ka-eestisse-pipedrive-laseb-lahti-143-tootajat/,https://docs.google.com/spreadsheets/d/1v6E7i9v-Qq6dWNAaIc7GNgVpvI1EJb4xUEz1EJAeh84/edit#gid=1697051533,90.0,Private Equity,2022-11-15 04:26:21,Estonia,0.15
Intercom,SF Bay Area,Support,124,2022-11-14 00:00:00,https://www.siliconrepublic.com/business/intercom-job-cuts-ireland-global,Unknown,240.0,Series D,2022-11-14 19:32:41,United States,0.13
Science 37 ,Los Angeles,Healthcare,90,2022-11-14 00:00:00,https://www.bizjournals.com/triangle/news/2022/11/14/science-37-layoffs-biotech-clinical-headwinds.html,Unknown,347.0,Post-IPO,2022-11-14 19:31:26,United States,
Pear Therapeutics,Boston,Healthcare,59,2022-11-14 00:00:00,https://peartherapeutics.com/pear-therapeutics-reports-third-quarter-2022-results/,Unknown,409.0,Post-IPO,2022-11-17 04:34:57,United States,0.22
Cardlytics,Atlanta,Marketing,51,2022-11-14 00:00:00,https://www.marketscreener.com/quote/stock/CARDLYTICS-INC-40680969/news/Cardlytics-to-Terminate-51-Employees-Appoints-John-Balen-Chairman-Shares-up-After-Hours-42312731/,Unknown,212.0,Post-IPO,2022-11-15 04:36:23,United States,
Cloudinary,SF Bay Area,Media,40,2022-11-14 00:00:00,"https://www.calcalistech.com/ctechnews/article/h1sioa1li#:~:text=Israeli%20unicorn%20Cloudinary%2C%20which%20has,total%20of%20around%2040%20employees.",Unknown,100.0,Unknown,2022-11-17 04:25:33,United States,0.08
Nestcoin,Lagos,Crypto,30,2022-11-14 00:00:00,https://techcrunch.com/2022/11/14/african-web3-startup-nestcoin-declares-it-held-its-assests-in-ftx-lays-off-employees/,Unknown,6.0,Seed,2022-11-20 00:07:49,Nigeria,
Gokada,Lagos,Transportation,20,2022-11-14 00:00:00,https://techcabal.com/2023/02/02/gokada-layoffs-affects-54/,Unknown,12.0,Unknown,2023-02-02 16:36:15,Nigeria,
Shopee,Jakarta,Food,,2022-11-14 00:00:00,https://www.straitstimes.com/business/sea-e-commerce-arm-shopee-cuts-jobs-in-third-round-of-layoffs-this-year-including-in-s-pore,Unknown,,Unknown,2022-11-15 04:44:20,Indonesia,
Tricida,SF Bay Area,Healthcare,,2022-11-14 00:00:00,https://seekingalpha.com/pr/19020683-tricida-announces-third-quarter-2022-financial-results,Unknown,624.0,Post-IPO,2023-01-19 04:12:32,United States,0.5700000000000001
Veev,SF Bay Area,Real Estate,100,2022-11-11 00:00:00,https://www.calcalistech.com/ctechnews/article/hjkataiss,Unknown,597.0,Series D,2022-11-12 02:57:34,United States,0.3
Forto,Berlin,Logistics,60,2022-11-11 00:00:00,https://www.deutsche-startups.de/2022/11/11/forto-delivery-hero-stuffle-burnout-hr-startups/,Unknown,593.0,Series D,2023-01-04 15:56:09,United States,0.08
Chipax,Santiago,Finance,,2022-11-11 00:00:00,https://www.linkedin.com/posts/chipax_talento-disponible-chipax-activity-7003341302985551872-45cE/,https://docs.google.com/spreadsheets/d/1YjnAk6cMTE6DysuKXZ0Oo4pf9zuRmhBJtIIcwzbiVnQ/edit#gid=0,2.0,Seed,2022-12-14 17:59:53,Chile,
Juniper,Atlanta,Marketing,,2022-11-11 00:00:00,https://www.linkedin.com/posts/bill-furlong-0895451_juniper-announced-layoffs-today-impacting-activity-6997051846091554816-XniX/,Unknown,,Acquired,2022-11-17 04:28:59,United States,
Offerpad,Phoenix,Real Estate,,2022-11-11 00:00:00,https://www.bizjournals.com/phoenix/news/2022/11/11/offerpad-zillow-opendoor-redfin-arizona-layoffs.html,Unknown,355.0,Post-IPO,2022-11-17 02:43:48,United States,0.07
GoTo Group,Jakarta,Transportation,1300,2022-11-10 00:00:00,https://www.reuters.com/technology/indonesias-goto-cuts-1300-workers-or-12-total-employees-2022-11-18/,https://coda.io/@daanyal-kamaal/goto-alumni-list,1300.0,Post-IPO,2022-11-11 05:06:07,Indonesia,0.12
Juul,SF Bay Area,Consumer,400,2022-11-10 00:00:00,https://www.cnbc.com/2022/11/10/juul-strikes-financing-deal-plans-to-cut-jobs-to-dodge-bankruptcy.html,Unknown,1500.0,Unknown,2022-11-10 22:01:09,United States,0.3
Blend,SF Bay Area,Finance,100,2022-11-10 00:00:00,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,Unknown,665.0,Post-IPO,2022-12-09 05:11:03,United States,0.06
InfluxData,SF Bay Area,Data,65,2022-11-10 00:00:00,Internal memo,Unknown,119.0,Series D,2022-11-12 04:19:56,United States,0.27
Coinbase,SF Bay Area,Crypto,60,2022-11-10 00:00:00,https://www.theinformation.com/articles/coinbase-is-cutting-more-jobs,Unknown,549.0,Post-IPO,2022-11-10 19:40:04,United States,
SoundHound,SF Bay Area,Other,45,2022-11-10 00:00:00,https://techcrunch.com/2022/11/10/soundhound-layoffs/,Unknown,326.0,Post-IPO,2022-11-10 16:28:16,United States,0.1
Wistia,Boston,Marketing,40,2022-11-10 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6996584795774328832/,Unknown,18.0,Unknown,2022-11-11 00:46:16,United States,
Ocavu,Lehi,Crypto,20,2022-11-10 00:00:00,https://www.sltrib.com/news/2022/11/10/company-partnering-with-byu-nft/,Unknown,11.0,Series A,2022-11-12 04:10:36,United States,0.48
Avast,Phoenix,Security,,2022-11-10 00:00:00,https://cijeurope.com/en/gen-digital-to-lay-off-about-a-quarter-of-its-staff-in-czechia/post.html,https://www.weworkedatavastnorton.com/,,Unknown,2022-11-17 04:19:58,United States,0.25
Reforge,SF Bay Area,Education,,2022-11-10 00:00:00,https://www.linkedin.com/posts/bbalfour_today-i-made-the-difficult-decision-to-activity-6996635113606316033-aQuf/,https://docs.google.com/spreadsheets/d/1SOCiuBuJ50GdZO2zsTxYizcD8W9nfRYraJmLfbjekh0/edit,81.0,Series B,2022-11-12 03:12:20,United States,
SendCloud,Eindhoven,Logistics,,2022-11-10 00:00:00,https://www.linkedin.com/posts/robvandenheuvel92_the-past-weeks-have-been-hard-on-our-team-activity-6996417331459457026-QXWF/,Unknown,200.0,Series C,2022-11-10 23:09:11,United States,0.1
Voly,Sydney,Food,,2022-11-10 00:00:00,https://www.news.com.au/finance/business/retail/australian-grocery-delivery-startup-cuts-more-staff-after-18m-fundraise/news-story/694e7bdd0241e76b43a36a75e58a2287,Unknown,13.0,Seed,2022-11-17 00:08:02,Australia,
Wavely,SF Bay Area,HR,,2022-11-10 00:00:00,https://www.wavely.com/talentresources/wavely-shutting-down,Unknown,,Unknown,2022-11-11 05:10:40,United States,1.0
ZenBusiness,Austin,Other,,2022-11-10 00:00:00,https://www.bizjournals.com/austin/inno/stories/news/2022/11/10/layoffs-at-zenbusiness.html,Unknown,277.0,Series C,2022-11-11 05:08:54,United States,
Meta,SF Bay Area,Consumer,11000,2022-11-09 00:00:00,https://www.cnbc.com/2022/11/09/meta-to-lay-off-more-than-11000-thousand-employees.html,https://docs.google.com/spreadsheets/d/1edAZoFG25lJpfSpTuJzD9hGijSzRfZ8v84H_Zak4gug/edit,26000.0,Post-IPO,2022-11-09 15:04:03,United States,0.13
Redfin,Seattle,Real Estate,862,2022-11-09 00:00:00,https://www.businessinsider.com/redfin-layoffs-home-flipping-business-redfinnow-shut-down-2022-11,Unknown,320.0,Post-IPO,2022-11-09 15:29:40,United States,0.13
Flyhomes,Seattle,Real Estate,300,2022-11-09 00:00:00,https://www.geekwire.com/2022/flyhomes-does-another-round-of-layoffs-as-housing-market-hurts-real-estate-tech-companies/,Unknown,310.0,Series C,2022-11-10 00:52:16,United States,0.4
AvantStay,Los Angeles,Travel,144,2022-11-09 00:00:00,https://shorttermrentalz.com/news/avantstay-workforce-redundancies-round/,Unknown,686.0,Private Equity,2022-11-11 00:09:45,United States,0.22
Root Insurance,Columbus,Finance,137,2022-11-09 00:00:00,https://www.dispatch.com/story/business/employment/2022/11/09/columbus-company-root-to-cut-20-of-its-workforce/69635184007/,Unknown,527.0,Post-IPO,2022-11-10 00:53:00,United States,0.2
Liftoff,SF Bay Area,Marketing,130,2022-11-09 00:00:00,Internal memo,Unknown,6.0,Acquired,2022-11-17 00:34:12,United States,0.15
Cameo,Chicago,Consumer,80,2022-11-09 00:00:00,https://www.theinformation.com/briefings/cameo-lays-off-staff-for-second-time-this-year,Unknown,165.0,Unknown,2022-11-09 20:15:52,United States,
Plum,Bengaluru,Healthcare,36,2022-11-09 00:00:00,https://www.moneycontrol.com/news/business/announcements/tiger-global-backed-plum-insurance-lays-off-36-employees-9478371.html,Unknown,20.0,Series A,2022-11-11 00:04:51,India,0.1
Kabam,SF Bay Area,Consumer,35,2022-11-09 00:00:00,https://techcrunch.com/2022/11/09/kabam-layoffs/,Unknown,244.0,Acquired,2022-11-09 21:14:41,United States,0.07
HighRadius,Bengaluru,Finance,25,2022-11-09 00:00:00,https://www.newindianexpress.com/business/2022/nov/17/indian-employees-of-us-based-software-firm-highradius-furious-and-upset-over-manner-they-were-sacked-2519198.html,Unknown,475.0,Series C,2022-12-07 06:24:42,India,
Namogoo,Tel Aviv,Marketing,25,2022-11-09 00:00:00,https://www.calcalistech.com/ctechnews/article/hjjawkyri,Unknown,69.0,Series C,2023-01-24 05:25:30,United States,0.15
Amobee,SF Bay Area,Marketing,,2022-11-09 00:00:00,https://www.linkedin.com/feed/update/urn:li:activity:6996113373260054528/,https://www.amobee.com/alumni/,72.0,Acquired,2022-11-13 06:49:04,United States,
CloudFactory,Nairobi,Data,,2022-11-09 00:00:00,https://time.com/6234014/tech-layoffs-twitter-amazon-global-workers/,Unknown,78.0,Private Equity,2022-11-20 00:10:45,Kenya,0.12
